9.861541	191.156367	12.300215	
9.551268	190.864100	10.458724	
9.460849	191.050159	11.156263	
8.580626	197.446616	9.568975	
9.145131	195.058906	10.885803	
9.408203	204.364150	11.932633	
9.404314	196.610060	11.561873	
8.562565	193.845524	10.917137	
8.634980	197.469544	11.580953	
9.634834	205.943018	10.753419	
10.232800	191.436899	12.095892	
9.254550	191.281934	9.640629	
9.843614	191.326063	10.619560	
9.597511	192.447057	11.091786	
9.056956	194.609041	11.854887	
9.180028	189.518950	10.783623	
9.306814	190.334598	12.855743	
9.219785	191.575986	11.007562	
9.962764	198.620347	12.104388	
9.157360	193.357381	11.338108	
9.600521	195.307173	11.450547	
9.740000	206.453979	13.107578	
10.274849	206.495988	12.437671	
10.396987	205.431144	13.576511	
9.139850	211.729622	11.381592	
9.699808	191.837190	10.599050	
9.348250	192.929587	9.989286	
8.523757	189.704585	11.979435	
9.501412	190.885162	12.059603	
10.028233	189.551583	10.073460	
9.221870	192.081081	12.039690	
9.974217	192.020325	10.551787	
8.551322	190.457356	11.715626	
8.759552	191.589935	9.948640	
9.711234	191.841783	12.219708	
10.002130	191.772940	9.475617	
10.067876	192.810834	11.082249	
9.178110	203.542224	10.959208	
10.232831	191.627519	9.894767	
9.304849	192.706725	11.097774	
10.106821	194.655771	13.148907	
9.437702	191.963642	14.562397	
9.320995	191.444952	13.016750	
9.136836	191.579998	11.211133	
9.074036	190.071086	11.223022	
10.290786	192.099316	12.103183	
8.866033	192.466556	11.152464	
8.994092	191.908224	9.526825	
8.506864	192.320114	9.156732	
10.124963	193.600229	10.015055	
9.183957	195.023185	10.072521	
9.001077	190.326115	12.087350	
9.634564	191.641082	12.176066	
9.896646	191.551103	10.790984	
9.049755	189.743911	12.235106	
8.974645	190.265652	9.859179	
9.468535	189.969124	8.990482	
9.090400	190.686249	10.537590	
9.139548	193.183596	12.709256	
8.739877	192.007760	9.945706	
9.375044	196.701241	12.185054	
9.371275	192.874341	13.273221	
9.713296	192.576927	9.877253	
10.188256	190.895682	12.184462	
9.746505	190.693453	10.542839	
9.496625	191.920250	9.737133	
9.347366	190.661029	10.665251	
10.103478	194.980693	12.469599	
10.050419	196.684425	10.000845	
9.790892	194.588865	10.065204	
9.221083	195.112504	10.063280	
10.064627	194.006484	11.011253	
8.989601	191.539764	12.605552	
9.117652	191.488091	10.852140	
9.388497	191.235891	10.926179	
9.452774	190.830603	12.022103	
9.222694	191.750013	10.336788	
10.185323	193.110799	12.957420	
8.984279	193.850240	10.612734	
9.582273	192.836442	10.947126	
10.051930	191.177860	9.647758	
9.802947	191.360882	11.816449	
9.682009	191.284328	9.344626	
8.993478	191.198638	11.650162	
9.587917	194.123606	9.807976	
10.084625	190.173542	9.394335	
9.973358	192.669279	12.413811	
8.317626	191.651623	9.822748	
9.450451	191.255377	12.191334	
9.026757	190.972300	11.415206	
9.498769	191.282542	12.311327	
8.278814	188.974479	11.510387	
9.803349	188.809220	10.170591	
9.264001	189.424904	11.449752	
9.095706	189.986773	10.131442	
9.574512	190.909324	14.062574	
9.781719	191.528347	11.544156	
10.002701	192.451293	11.245649	
9.455797	190.370859	10.161106	
8.859927	189.875075	9.542608	
